customerID,test group,made_purchase,days_with_most_ad,peak ad hours,ad_count
87,psa,FALSE,24,17,10
88,psa,FALSE,17,1,3
89,psa,FALSE,24,10,1
90,ad,FALSE,8,8,1
91,ad,FALSE,21,16,5
92,psa,FALSE,14,5,3
93,psa,FALSE,22,10,4
94,ad,FALSE,16,18,5
95,psa,FALSE,18,3,4
96,ad,FALSE,17,22,8
97,ad,FALSE,24,21,7
98,ad,FALSE,7,20,8
99,ad,FALSE,20,22,6
100,ad,FALSE,15,7,4
101,ad,FALSE,27,22,6
102,psa,FALSE,28,19,5
103,ad,FALSE,7,16,10
104,ad,FALSE,2,11,2
105,psa,FALSE,27,18,5
106,ad,FALSE,2,5,2
107,ad,FALSE,7,2,2
108,psa,FALSE,19,22,5
109,ad,FALSE,6,17,7
110,ad,FALSE,30,18,8
111,ad,FALSE,28,2,2
112,ad,FALSE,12,20,9
113,psa,FALSE,15,23,7
114,psa,FALSE,13,22,10
115,psa,FALSE,7,17,8
116,psa,FALSE,7,17,7
117,psa,FALSE,15,10,3
118,ad,FALSE,26,22,5
119,psa,FALSE,4,19,9
120,ad,FALSE,3,15,8
121,psa,FALSE,1,17,7
122,psa,FALSE,7,17,5
123,ad,FALSE,9,17,8
124,ad,FALSE,1,12,1
125,ad,FALSE,5,22,8
126,ad,FALSE,15,8,3
127,psa,FALSE,4,15,6
128,psa,FALSE,10,17,10
129,ad,FALSE,2,22,10
130,ad,FALSE,23,20,9
131,ad,FALSE,7,18,10
132,ad,TRUE,29,18,6
133,ad,FALSE,24,18,6
134,ad,FALSE,19,16,7
135,psa,FALSE,6,1,1
136,ad,FALSE,15,15,9
137,ad,FALSE,20,1,2
138,psa,FALSE,12,19,5
139,ad,FALSE,11,15,9
140,psa,FALSE,3,16,7
141,psa,FALSE,20,19,10
142,ad,FALSE,28,18,9
143,ad,FALSE,17,7,4
144,ad,FALSE,7,4,3
145,ad,FALSE,23,21,6
146,ad,FALSE,23,15,8
147,psa,FALSE,18,23,5
148,ad,FALSE,17,4,2
149,ad,FALSE,16,0,4
150,ad,FALSE,25,22,10
151,psa,FALSE,2,18,10
152,ad,TRUE,5,20,7
153,ad,FALSE,30,22,8
154,ad,FALSE,21,8,4
155,psa,FALSE,13,18,10
156,ad,FALSE,29,6,2
157,psa,FALSE,11,16,10
158,psa,FALSE,24,20,8
159,ad,FALSE,1,8,5
160,psa,FALSE,27,18,10
161,ad,FALSE,23,20,6
162,psa,FALSE,3,3,5
163,psa,FALSE,18,19,8
164,ad,FALSE,21,22,10
165,ad,FALSE,4,18,9
166,psa,FALSE,29,16,7
167,ad,FALSE,9,18,10
168,ad,FALSE,11,18,7
169,ad,FALSE,17,15,8
170,ad,FALSE,11,10,5
171,psa,FALSE,3,15,8
172,ad,FALSE,19,15,7
173,ad,TRUE,20,23,9
174,ad,FALSE,23,6,3
175,psa,FALSE,21,23,9
176,ad,FALSE,11,15,10
177,psa,FALSE,26,17,6
178,ad,TRUE,14,16,8
179,psa,FALSE,6,18,10
180,ad,FALSE,19,10,5
181,ad,FALSE,21,8,5
182,ad,FALSE,29,21,6
183,psa,FALSE,15,4,1
184,psa,FALSE,28,22,6
185,ad,FALSE,11,20,9
186,psa,FALSE,18,4,1
187,psa,FALSE,4,21,10
188,ad,FALSE,28,18,7
189,ad,FALSE,19,22,8
190,ad,TRUE,3,5,1
191,ad,TRUE,12,5,3
192,psa,FALSE,4,15,10
193,psa,FALSE,24,16,9
194,psa,FALSE,12,19,5
195,ad,FALSE,24,12,2
196,ad,FALSE,1,4,4
197,psa,FALSE,28,12,2
198,psa,FALSE,16,23,6
199,psa,FALSE,21,18,8
200,psa,FALSE,30,18,6
201,psa,FALSE,2,16,9
202,ad,FALSE,26,20,6
203,ad,FALSE,22,21,9
204,psa,FALSE,3,20,6
205,psa,FALSE,28,20,10
206,ad,FALSE,16,17,9
207,ad,FALSE,26,2,1
208,psa,FALSE,10,15,9
209,ad,FALSE,29,2,4
210,ad,FALSE,29,16,6
211,ad,FALSE,9,21,10
212,psa,FALSE,14,7,1
213,psa,FALSE,25,13,2
214,ad,FALSE,8,16,10
215,psa,FALSE,2,2,5
216,ad,FALSE,11,6,2
217,ad,FALSE,2,18,10
218,psa,FALSE,27,3,3
219,psa,FALSE,15,18,5
220,psa,FALSE,18,22,10
221,psa,FALSE,5,16,7
222,ad,FALSE,28,1,2
223,ad,FALSE,26,19,9
224,ad,FALSE,25,18,5
225,ad,FALSE,7,5,1
226,ad,FALSE,23,11,5
227,psa,FALSE,19,22,5
228,ad,FALSE,19,16,10
229,psa,FALSE,26,18,9
230,psa,FALSE,16,18,10
231,psa,FALSE,19,23,7
232,ad,FALSE,17,20,6
233,ad,FALSE,13,17,5
234,ad,FALSE,28,21,5
235,ad,FALSE,8,12,1
236,psa,TRUE,28,23,7
237,ad,FALSE,11,21,9
238,ad,FALSE,18,10,5
239,psa,FALSE,11,18,7
240,ad,FALSE,23,3,2
241,psa,FALSE,9,20,10
242,psa,FALSE,14,10,3
243,psa,FALSE,2,21,10
244,ad,FALSE,29,19,5
245,ad,FALSE,17,2,2
246,psa,FALSE,21,17,8
247,ad,FALSE,16,15,6
248,psa,FALSE,26,15,10
249,psa,FALSE,5,23,7
250,psa,FALSE,1,16,10
251,ad,FALSE,9,23,5
252,ad,FALSE,3,23,10
253,psa,FALSE,14,19,6
254,ad,FALSE,18,17,9
255,ad,FALSE,12,18,6
256,ad,FALSE,23,21,8
257,psa,FALSE,14,15,10
258,psa,FALSE,28,19,10
259,ad,FALSE,16,19,10
260,ad,FALSE,5,22,6
261,psa,FALSE,20,16,6
262,psa,FALSE,20,20,10
263,ad,FALSE,15,0,2
264,ad,FALSE,9,17,5
265,psa,FALSE,25,16,7
266,psa,FALSE,17,7,1
267,psa,FALSE,12,15,6
268,psa,FALSE,13,10,5
269,ad,FALSE,10,20,9
270,ad,FALSE,7,16,9
271,psa,FALSE,27,19,6
272,psa,FALSE,24,19,6
273,psa,FALSE,21,20,8
274,psa,FALSE,7,15,8
275,ad,FALSE,8,22,7
276,ad,FALSE,24,12,2
277,psa,FALSE,15,22,6
278,psa,FALSE,25,16,9
279,psa,FALSE,21,17,8
280,psa,TRUE,18,17,10
281,psa,FALSE,22,21,10
282,ad,FALSE,1,3,1
283,ad,FALSE,10,17,8
284,ad,FALSE,22,21,10
285,ad,FALSE,19,15,7
286,ad,FALSE,29,23,5
287,ad,FALSE,3,17,9
288,ad,FALSE,7,15,8
289,ad,FALSE,4,23,10
290,ad,FALSE,5,7,2
291,ad,FALSE,6,23,10
292,ad,FALSE,28,19,7
293,psa,FALSE,10,10,3
294,ad,FALSE,12,17,5
295,ad,FALSE,14,23,5
296,ad,FALSE,22,22,7
297,psa,FALSE,2,17,8
298,ad,FALSE,3,17,6
299,psa,FALSE,1,23,9
300,ad,FALSE,3,15,6
301,ad,FALSE,24,21,8
302,ad,FALSE,15,23,5
303,ad,FALSE,16,22,9
304,psa,FALSE,20,3,2
305,psa,FALSE,2,15,6
306,psa,FALSE,20,22,9
307,ad,FALSE,16,9,3
308,ad,FALSE,30,16,9
309,psa,FALSE,15,16,6
310,ad,FALSE,7,1,5
311,ad,FALSE,25,22,10
312,ad,FALSE,5,21,6
313,ad,FALSE,29,15,10
314,psa,FALSE,5,10,4
315,psa,FALSE,28,18,10
316,psa,TRUE,21,23,7
317,ad,FALSE,26,12,5
318,ad,FALSE,9,11,4
319,ad,FALSE,23,8,4
320,ad,FALSE,14,19,7
321,ad,FALSE,19,15,5
322,psa,FALSE,30,21,9
323,psa,FALSE,18,4,3
324,ad,FALSE,9,18,10
325,psa,FALSE,3,1,3
326,psa,FALSE,29,19,6
327,ad,FALSE,11,6,3
328,psa,FALSE,24,19,7
329,ad,FALSE,15,8,5
330,ad,FALSE,28,20,7
331,ad,FALSE,4,18,10
332,psa,FALSE,21,18,7
333,ad,FALSE,24,19,5
334,ad,FALSE,5,20,8
335,ad,FALSE,26,13,5
336,ad,FALSE,18,18,5
337,psa,FALSE,22,4,5
338,psa,FALSE,23,18,8
339,ad,FALSE,12,18,7
340,ad,FALSE,1,22,7
341,ad,FALSE,26,23,10
342,ad,FALSE,25,17,6
343,ad,FALSE,22,13,4
344,ad,TRUE,20,7,3
345,ad,FALSE,2,10,5
346,psa,FALSE,9,23,10
347,psa,FALSE,22,0,5
348,ad,FALSE,25,20,6
349,ad,FALSE,18,20,7
350,psa,FALSE,5,18,9
351,ad,FALSE,22,15,10
352,psa,FALSE,14,21,8
353,psa,FALSE,11,0,2
354,ad,FALSE,21,2,3
355,ad,FALSE,22,15,10
356,psa,FALSE,3,22,7
357,ad,FALSE,9,19,6
358,ad,FALSE,2,8,1
359,psa,FALSE,14,18,10
360,ad,FALSE,28,20,9
361,ad,FALSE,2,10,5
362,psa,FALSE,21,23,6
363,ad,FALSE,27,23,7
364,ad,FALSE,10,15,5
365,psa,FALSE,19,13,4
366,ad,FALSE,29,15,7
367,psa,FALSE,29,17,9
368,psa,FALSE,2,19,6
369,ad,TRUE,16,15,5
370,ad,FALSE,6,20,9
371,ad,FALSE,12,17,9
372,ad,FALSE,22,18,10
373,ad,FALSE,7,8,3
374,psa,FALSE,4,22,6
375,ad,FALSE,8,23,5
376,ad,FALSE,19,15,7
377,psa,FALSE,10,18,8
378,ad,FALSE,1,23,9
379,psa,FALSE,5,19,7
380,ad,FALSE,6,13,5
381,ad,FALSE,27,0,3
382,psa,FALSE,29,19,6
383,psa,FALSE,19,16,10
384,psa,FALSE,18,13,1
385,psa,FALSE,19,18,6
386,psa,FALSE,19,12,5
387,ad,FALSE,23,17,9
388,ad,FALSE,1,16,7
389,psa,FALSE,27,20,10
390,psa,FALSE,20,16,7
391,psa,FALSE,11,23,7
392,ad,TRUE,3,16,9
393,ad,FALSE,10,23,5
394,psa,FALSE,27,22,8
395,ad,TRUE,7,0,4
396,psa,FALSE,17,21,8
397,psa,FALSE,24,11,4
398,ad,FALSE,26,13,2
399,psa,FALSE,16,19,5
400,psa,FALSE,7,15,8
401,ad,FALSE,13,20,5
402,psa,FALSE,12,23,10
403,ad,FALSE,12,20,5
404,psa,FALSE,8,23,8
405,ad,FALSE,8,17,10
406,psa,FALSE,13,23,6
407,ad,FALSE,11,7,3
408,ad,FALSE,25,17,7
409,psa,FALSE,1,21,6
410,ad,FALSE,25,10,5
411,ad,FALSE,17,16,8
412,psa,FALSE,19,8,5
413,psa,FALSE,13,20,5
414,ad,FALSE,23,15,7
415,psa,FALSE,15,20,9
416,ad,FALSE,29,16,5
417,ad,FALSE,24,17,5
418,ad,FALSE,12,16,6
419,psa,FALSE,21,19,5
420,psa,FALSE,17,21,9
421,psa,FALSE,3,18,5
422,psa,FALSE,7,22,8
423,ad,FALSE,2,16,10
424,ad,FALSE,2,21,6
425,ad,FALSE,25,16,8
426,ad,FALSE,6,23,9
427,ad,FALSE,4,22,10
428,psa,FALSE,16,12,1
429,ad,TRUE,15,22,9
430,ad,TRUE,10,18,5
431,ad,FALSE,14,23,5
432,psa,FALSE,9,16,5
433,psa,FALSE,15,21,6
434,ad,FALSE,7,16,9
435,ad,FALSE,7,15,6
436,psa,FALSE,8,23,5
437,ad,FALSE,19,19,10
438,psa,FALSE,18,16,6
439,psa,FALSE,17,2,2
440,ad,TRUE,18,23,7
441,ad,FALSE,19,19,6
442,psa,FALSE,21,17,9
443,ad,FALSE,8,21,8
444,ad,FALSE,13,10,5
445,psa,FALSE,27,23,9
446,psa,FALSE,11,22,8
447,psa,FALSE,29,9,2
448,psa,FALSE,19,9,4
449,ad,FALSE,7,15,8
450,ad,FALSE,27,20,9
451,psa,FALSE,27,22,10
452,ad,FALSE,5,15,9
453,ad,FALSE,5,9,3
454,psa,FALSE,30,19,5
455,ad,FALSE,8,2,2
456,ad,FALSE,10,9,4
457,ad,FALSE,5,18,9
458,ad,FALSE,26,18,10
459,ad,FALSE,15,7,5
460,ad,FALSE,23,16,6
461,ad,FALSE,16,22,7
462,psa,FALSE,29,7,5
463,psa,FALSE,28,10,4
464,ad,TRUE,10,18,6
465,psa,FALSE,24,17,8
466,ad,FALSE,8,18,5
467,ad,FALSE,19,22,9
468,psa,FALSE,4,15,10
469,ad,FALSE,14,23,6
470,psa,FALSE,29,11,5
471,ad,FALSE,8,19,5
472,psa,FALSE,21,17,6
473,ad,FALSE,14,19,8
474,psa,FALSE,12,16,8
475,ad,FALSE,1,15,5
476,psa,FALSE,23,18,9
477,ad,FALSE,19,15,6
478,ad,FALSE,18,13,4
479,psa,FALSE,12,19,8
480,ad,FALSE,10,21,9
481,psa,FALSE,21,15,5
482,psa,FALSE,1,23,5
483,ad,FALSE,14,1,1
484,psa,FALSE,9,7,4
485,ad,FALSE,26,16,8
486,psa,FALSE,30,17,8
487,ad,FALSE,15,3,4
488,ad,FALSE,21,21,8
489,psa,FALSE,22,15,8
490,psa,FALSE,23,11,3
491,ad,FALSE,14,18,10
492,psa,FALSE,9,22,6
493,ad,TRUE,11,0,1
494,ad,FALSE,5,15,6
495,ad,FALSE,12,17,10
496,ad,FALSE,16,22,9
497,ad,FALSE,20,23,5
498,ad,TRUE,28,20,10
499,psa,FALSE,3,13,1
500,psa,FALSE,5,20,8
501,psa,FALSE,30,22,8
502,ad,FALSE,26,12,5
503,ad,TRUE,26,15,6
504,psa,FALSE,29,1,2
505,psa,FALSE,19,23,6
506,ad,FALSE,5,17,9
507,psa,FALSE,24,9,3
508,psa,FALSE,18,0,2
509,psa,FALSE,29,17,5
510,psa,FALSE,4,16,5
511,psa,FALSE,24,22,8
512,ad,FALSE,15,22,10
513,psa,FALSE,30,22,8
514,psa,FALSE,5,21,6
515,ad,FALSE,8,17,6
516,ad,FALSE,16,22,8
517,ad,FALSE,22,20,10
518,psa,FALSE,1,19,5
519,psa,FALSE,5,18,10
520,ad,FALSE,26,5,5
521,ad,FALSE,18,17,9
522,ad,FALSE,16,15,9
523,psa,FALSE,23,21,6
524,psa,FALSE,30,20,9
525,psa,FALSE,10,0,3
526,ad,FALSE,4,20,10
527,ad,FALSE,18,19,6
528,ad,FALSE,17,2,3
529,ad,FALSE,21,17,6
530,psa,FALSE,27,9,2
531,psa,FALSE,26,17,9
532,psa,FALSE,13,18,6
533,psa,FALSE,8,22,7
534,ad,FALSE,8,15,10
535,psa,FALSE,12,21,5
536,psa,FALSE,29,4,3
537,psa,FALSE,26,22,8
538,ad,FALSE,18,23,10
539,ad,TRUE,6,12,2
540,ad,FALSE,7,15,7
541,psa,FALSE,26,15,9
542,psa,FALSE,17,16,8
543,ad,FALSE,5,16,5
544,psa,TRUE,22,7,3
545,psa,FALSE,23,15,7
546,ad,FALSE,27,19,7
547,ad,FALSE,25,6,4
548,psa,FALSE,19,10,5
549,ad,FALSE,8,9,4
550,psa,FALSE,26,3,5
551,ad,FALSE,19,18,9
552,psa,FALSE,27,21,5
553,ad,TRUE,25,21,6
554,ad,FALSE,8,16,10
555,psa,FALSE,25,7,2
556,ad,FALSE,21,22,7
557,ad,FALSE,27,23,6
558,ad,FALSE,25,23,10
559,psa,FALSE,29,15,7
560,psa,FALSE,19,15,8
561,psa,FALSE,7,19,6
562,ad,TRUE,3,16,5
563,ad,FALSE,6,17,5
564,ad,FALSE,8,13,1
565,ad,FALSE,18,15,8
566,ad,FALSE,15,15,7
567,ad,FALSE,24,7,4
568,ad,FALSE,17,19,8
569,psa,FALSE,4,16,8
570,ad,FALSE,7,8,5
571,ad,FALSE,30,17,8
572,psa,FALSE,17,12,2
573,ad,TRUE,22,19,7
574,psa,FALSE,26,22,5
575,psa,FALSE,6,19,10
576,psa,FALSE,30,21,9
577,ad,FALSE,13,19,7
578,psa,FALSE,7,15,7
579,ad,FALSE,9,22,8
580,ad,FALSE,23,20,5
581,ad,FALSE,19,4,3
582,psa,FALSE,20,6,2
583,ad,FALSE,13,21,5
584,ad,FALSE,15,23,6
585,psa,FALSE,17,15,9
586,ad,FALSE,5,16,7
587,ad,FALSE,23,0,5
588,ad,FALSE,19,2,2
589,ad,FALSE,6,13,5
590,ad,FALSE,12,23,6
591,ad,FALSE,15,17,8
592,psa,FALSE,15,20,8
593,ad,FALSE,3,12,5
594,ad,FALSE,4,23,10
595,psa,FALSE,5,12,2
596,ad,FALSE,6,20,7
597,psa,FALSE,6,22,5
598,ad,FALSE,17,10,5
599,ad,FALSE,28,17,7
600,ad,FALSE,8,23,6
601,ad,FALSE,19,15,6
602,ad,FALSE,20,19,9
603,ad,FALSE,24,18,7
604,ad,FALSE,21,23,10
605,ad,FALSE,22,16,9
606,ad,FALSE,13,16,8
607,ad,TRUE,29,12,2
608,ad,FALSE,15,23,8
609,ad,FALSE,17,15,9
610,psa,FALSE,24,19,6
611,ad,FALSE,21,15,10
612,psa,FALSE,17,20,10
613,psa,FALSE,23,19,9
614,ad,FALSE,2,20,10
615,psa,FALSE,28,3,1
616,psa,FALSE,22,21,7
617,ad,FALSE,30,15,6
618,ad,FALSE,3,9,2
619,psa,FALSE,22,11,4
620,psa,FALSE,9,21,5
621,ad,FALSE,6,10,4
622,ad,FALSE,1,16,7
623,ad,FALSE,22,22,9
624,ad,FALSE,19,18,5
625,psa,FALSE,4,22,8
626,ad,TRUE,13,21,9
627,ad,FALSE,20,21,10
628,psa,FALSE,25,11,3
629,ad,FALSE,8,17,7
630,ad,FALSE,23,18,10
631,psa,FALSE,5,15,5
632,psa,FALSE,10,18,10
633,ad,FALSE,27,15,5
634,ad,FALSE,20,16,10
635,ad,FALSE,29,6,2
636,ad,FALSE,19,16,7
637,ad,FALSE,12,20,10
638,ad,FALSE,1,16,6
639,ad,FALSE,9,20,9
640,ad,FALSE,24,15,5
641,ad,FALSE,16,12,2
642,ad,FALSE,17,18,7
643,ad,TRUE,18,4,5
644,ad,FALSE,14,17,5
645,ad,FALSE,17,18,7
646,psa,FALSE,1,17,8
647,ad,TRUE,30,19,9
648,psa,FALSE,25,19,9
649,psa,TRUE,21,17,8
650,ad,FALSE,15,16,5
651,ad,FALSE,19,20,7
652,ad,FALSE,2,15,10
653,ad,FALSE,28,12,5
654,psa,FALSE,30,19,6
655,ad,FALSE,24,17,10
656,ad,FALSE,24,15,10
657,ad,FALSE,14,20,5
658,ad,FALSE,22,17,5
659,psa,FALSE,2,23,7
660,ad,FALSE,27,21,8
661,ad,FALSE,15,18,9
662,psa,FALSE,1,20,10
663,psa,FALSE,22,19,9
664,ad,FALSE,1,2,2
665,ad,FALSE,12,21,6
666,ad,FALSE,22,21,6
667,ad,FALSE,15,16,6
668,ad,FALSE,26,16,7
669,ad,FALSE,18,20,7
670,ad,FALSE,15,21,10
671,ad,FALSE,7,20,6
672,psa,FALSE,12,23,6
673,ad,FALSE,10,16,6
674,ad,FALSE,2,21,10
675,ad,FALSE,2,21,9
676,psa,FALSE,6,22,7
677,ad,FALSE,20,9,1
678,ad,FALSE,6,15,7
679,psa,FALSE,28,19,10
680,psa,FALSE,24,19,7
681,psa,FALSE,27,19,10
682,ad,FALSE,10,23,9
683,ad,FALSE,3,23,10
684,psa,FALSE,16,20,9
685,psa,FALSE,5,18,6
686,ad,FALSE,5,12,4
687,ad,FALSE,10,10,3
688,ad,FALSE,25,18,8
689,psa,FALSE,23,17,5
690,ad,FALSE,13,23,6
691,ad,FALSE,25,16,7
692,ad,FALSE,24,18,9
693,ad,FALSE,3,22,9
694,ad,FALSE,18,5,4
695,ad,FALSE,19,15,9
696,psa,FALSE,6,22,8
697,ad,FALSE,27,8,2
698,ad,FALSE,28,22,8
699,ad,FALSE,26,17,7
700,ad,FALSE,20,3,5
701,ad,FALSE,27,19,9
702,ad,FALSE,1,15,7
703,ad,FALSE,10,21,5
704,ad,FALSE,10,15,6
705,ad,FALSE,29,15,8
706,psa,FALSE,25,15,6
707,ad,FALSE,22,19,7
708,psa,FALSE,1,1,2
709,ad,FALSE,19,7,1
710,psa,FALSE,11,21,10
711,psa,FALSE,27,10,2
712,ad,FALSE,13,22,8
713,ad,FALSE,17,16,7
714,ad,FALSE,28,21,5
715,ad,FALSE,25,15,5
716,psa,FALSE,20,22,5
717,psa,FALSE,18,17,9
718,psa,FALSE,4,0,2
719,ad,FALSE,15,23,8
720,psa,FALSE,2,18,9
721,psa,FALSE,6,22,8
722,ad,FALSE,22,18,8
723,ad,FALSE,27,1,4
724,psa,FALSE,23,18,8
725,ad,TRUE,9,7,2
726,psa,FALSE,11,6,2
727,ad,FALSE,25,9,4
728,psa,FALSE,20,20,8
729,ad,FALSE,16,7,1
730,ad,FALSE,25,21,9
731,ad,FALSE,8,19,6
732,psa,FALSE,28,15,5
733,psa,FALSE,17,17,7
734,ad,FALSE,23,20,5
735,ad,FALSE,23,23,9
736,psa,FALSE,26,21,7
737,ad,FALSE,4,15,8
738,psa,FALSE,7,22,5
739,ad,FALSE,11,18,9
740,ad,FALSE,27,16,5
741,ad,FALSE,11,18,9
742,ad,FALSE,11,6,1
743,psa,FALSE,26,22,9
744,ad,FALSE,26,17,8
745,ad,FALSE,21,19,9
746,psa,FALSE,21,2,2
747,ad,FALSE,15,13,1
748,ad,FALSE,5,21,7
749,psa,FALSE,6,21,7
750,psa,FALSE,23,23,7
751,ad,FALSE,5,0,5
752,psa,FALSE,9,17,10
753,psa,FALSE,30,18,7
754,ad,FALSE,28,2,5
755,ad,FALSE,11,23,7
756,psa,FALSE,25,22,7
757,psa,FALSE,30,16,10
758,ad,FALSE,23,19,8
759,psa,FALSE,26,22,8
760,psa,FALSE,3,18,8
761,ad,FALSE,20,15,5
762,ad,FALSE,4,23,9
763,ad,FALSE,23,12,5
764,psa,FALSE,15,23,8
765,ad,FALSE,18,17,10
766,ad,FALSE,27,15,8
767,psa,FALSE,5,15,7
768,psa,FALSE,11,17,7
769,ad,FALSE,11,7,3
770,psa,FALSE,4,16,5
771,ad,FALSE,16,20,8
772,psa,FALSE,26,15,8
773,ad,FALSE,11,22,10
774,ad,FALSE,25,20,10
775,psa,FALSE,1,0,4
776,ad,FALSE,26,15,7
777,ad,FALSE,13,23,5
778,psa,FALSE,30,13,2
779,psa,FALSE,19,7,2
780,psa,FALSE,6,18,7
781,psa,FALSE,27,8,3
782,ad,TRUE,20,16,10
783,ad,FALSE,19,15,8
784,ad,FALSE,6,19,9
785,ad,FALSE,13,0,3
786,psa,FALSE,11,22,7
787,ad,FALSE,19,0,2
788,ad,FALSE,7,23,10
789,ad,FALSE,12,10,3
790,psa,FALSE,16,15,9
791,ad,TRUE,1,22,8
792,ad,FALSE,25,8,5
793,ad,FALSE,15,23,5
794,psa,FALSE,13,20,7
795,ad,FALSE,10,20,7
796,psa,FALSE,18,2,5
797,psa,FALSE,4,19,10
798,ad,FALSE,22,17,5
799,psa,FALSE,6,21,8
800,psa,FALSE,27,18,9
801,psa,FALSE,8,18,10
802,ad,FALSE,24,9,2
803,ad,TRUE,20,17,5
804,psa,FALSE,22,13,4
805,ad,FALSE,9,12,1
806,psa,FALSE,23,0,2
807,psa,FALSE,29,17,5
808,psa,FALSE,8,16,9
809,ad,FALSE,24,2,5
810,ad,FALSE,18,23,5
811,psa,FALSE,7,8,3
812,psa,FALSE,19,0,1
813,ad,TRUE,23,22,9
814,psa,FALSE,18,2,4
815,psa,FALSE,1,22,5
816,ad,FALSE,11,2,2
817,ad,FALSE,9,4,2
818,ad,FALSE,10,23,8
819,ad,FALSE,10,16,8
820,ad,FALSE,1,20,8
821,psa,FALSE,27,18,8
822,ad,TRUE,17,20,5
823,ad,FALSE,27,18,8
824,ad,FALSE,12,18,8
825,ad,FALSE,12,15,7
826,psa,FALSE,19,15,6
827,ad,FALSE,17,22,5
828,ad,FALSE,7,11,5
829,psa,FALSE,23,21,10
830,ad,FALSE,11,22,10
831,ad,FALSE,24,22,7
832,ad,FALSE,2,5,3
833,ad,FALSE,16,2,5
834,ad,FALSE,23,21,7
835,ad,FALSE,9,23,5
836,ad,FALSE,30,16,6
837,psa,FALSE,27,0,4
838,ad,FALSE,10,23,7
839,ad,FALSE,21,15,10
840,psa,FALSE,10,19,5
841,ad,TRUE,30,20,7
842,psa,FALSE,3,18,5
843,ad,FALSE,25,16,7
844,psa,FALSE,17,18,5
845,ad,FALSE,28,12,4
846,ad,FALSE,14,7,1
847,ad,FALSE,19,15,9
848,psa,FALSE,18,0,3
849,ad,FALSE,18,20,8
850,ad,FALSE,14,16,10
851,ad,FALSE,3,16,7
852,psa,FALSE,10,21,5
853,ad,TRUE,23,19,7
854,psa,FALSE,13,23,10
855,ad,FALSE,22,15,6
856,ad,FALSE,12,21,10
857,ad,FALSE,9,21,5
858,ad,FALSE,26,6,1
859,ad,FALSE,29,12,3
860,ad,FALSE,27,22,8
861,psa,FALSE,10,17,9
862,ad,FALSE,30,18,8
863,ad,FALSE,19,21,9
864,ad,FALSE,16,20,10
865,ad,FALSE,29,19,6
866,ad,FALSE,21,17,9
867,ad,FALSE,25,16,8
868,ad,FALSE,3,19,9
869,psa,FALSE,12,19,9
870,psa,FALSE,8,20,6
